,First_pokemon,Second_pokemon,Winner,win_class
583,Skiploom,Mantyke,Mantyke,Physical
584,Gallade,Marshadow,Gallade,Physical
585,Sandile,Ledian,Sandile,Physical
586,Spectrier,Toucannon,Spectrier,Physical
587,Armaldo,Primarina,Primarina,Special
588,Taillow,Toucannon,Taillow,Physical
589,Alolan Raichu,Meditite,Alolan Raichu,Physical
590,Azumarill,Finneon,Azumarill,Physical
591,Tyranitar,Whimsicott,Tyranitar,Physical
592,Grapploct,Vikavolt,Grapploct,Physical
593,Doduo,Regigigas,Regigigas,Physical
594,Barbaracle,Glameow,Barbaracle,Special
595,Parasect,Mismagius,Parasect,Physical
596,Carbink,Rampardos,Rampardos,Physical
597,Marowak,Druddigon,Druddigon,Physical
598,Caterpie,Azumarill,Azumarill,Physical
599,Mothim,Tapu Bulu,Mothim,Physical
600,Necrozma,Herdier,Necrozma,Physical
601,Darkrai,Alakazam,Darkrai,Physical
602,Zapdos,Bonsly,Bonsly,Physical
603,Victini,Whimsicott,Victini,Special
604,Gogoat,Hoopa Unbound,Gogoat,Physical
605,Applin,Stufful,Stufful,Physical
606,Mudkip,Arctozolt,Arctozolt,Physical
607,Banette,Koffing,Banette,Special
608,Unfezant,Froslass,Unfezant,Physical
609,Mega Medicham,Magnemite,Mega Medicham,Physical
610,Klang,Poipole,Klang,Physical
611,Larvitar,Meowstic Male,Meowstic Male,Special
612,Kangaskhan,Hypno,Hypno,Physical
613,Mothim,Cufant,Cufant,Special
614,Cubchoo,Samurott,Samurott,Physical
615,Duskull,Milcery,Milcery,Special
616,Meganium,Dracovish,Meganium,Physical
617,Bronzong,Polteageist,Bronzong,Physical
618,Breloom,Chimchar,Breloom,Special
619,Zekrom,Abra,Zekrom,Physical
620,Lunala,Mega Beedrill,Mega Beedrill,Physical
621,Haxorus,Alolan Rattata,Haxorus,Physical
622,Yungoos,Gastrodon,Gastrodon,Physical
623,Gigalith,Sigilyph,Sigilyph,Physical
624,Mega Scizor,Xatu,Mega Scizor,Physical
625,Jumpluff,Lumineon,Lumineon,Special
626,Venusaur,Aromatisse,Venusaur,Physical
627,Slurpuff,Mantyke,Mantyke,Physical
628,Magby,Hariyama,Hariyama,Physical
629,Gogoat,Horsea,Gogoat,Special
630,Swadloon,Sealeo,Sealeo,Special
631,Garbodor,Eternatus Eternamax,Eternatus Eternamax,Physical
632,Swellow,Kirlia,Swellow,Physical
633,Klink,Greninja,Greninja,Physical
634,Clobbopus,Durant,Durant,Physical
635,Hoppip,Taillow,Taillow,Physical
636,Tyrantrum,Ludicolo,Tyrantrum,Physical
637,Golett,Spinda,Spinda,Physical
638,Litleo,Conkeldurr,Conkeldurr,Physical
639,Swirlix,Skitty,Skitty,Special
640,Roggenrola,Scraggy,Roggenrola,Physical
641,Simipour,Zweilous,Simipour,Physical
642,Shelgon,Bidoof,Shelgon,Physical
643,Mega Blaziken,Archen,Mega Blaziken,Physical
644,Mareep,Gulpin,Gulpin,Physical
645,Shuckle,Snorunt,Shuckle,Physical
646,Noibat,Falinks,Falinks,Physical
647,Toxel,Corphish,Corphish,Special
648,Serperior,Darumaka,Serperior,Physical
649,Mega Gyarados,Dottler,Mega Gyarados,Special
650,Buzzwole,Grimer,Buzzwole,Physical
651,Gardevoir,Croconaw,Croconaw,Physical
652,Roserade,Poliwhirl,Roserade,Physical
653,Sudowoodo,Growlithe,Sudowoodo,Physical
654,Makuhita,Crawdaunt,Makuhita,Physical
655,Vivillon,Greninja,Greninja,Physical
656,Magearna,Vullaby,Magearna,Physical
657,Togedemaru,Chandelure,Chandelure,Special
658,Mamoswine,Panpour,Mamoswine,Physical
659,Incineroar,Diglett,Incineroar,Physical
660,Solosis,Solosis,Solosis,Physical
661,Toucannon,Fletchling,Toucannon,Physical
662,Staraptor,Marshtomp,Staraptor,Physical
663,Shuckle,Dragonair,Dragonair,Physical
664,Alolan Persian,Archeops,Archeops,Physical
665,Blipbug,Poliwrath,Poliwrath,Physical
666,Feebas,Audino,Audino,Physical
667,Elekid,Trevenant,Trevenant,Special
668,Sandile,Relicanth,Relicanth,Special
669,Hoopa Unbound,Mega Glalie,Hoopa Unbound,Special
670,Terrakion,Misdreavus,Terrakion,Physical
671,Hitmonchan,Murkrow,Murkrow,Physical
672,Chespin,Barraskewda,Chespin,Physical
673,Pidgey,Kirlia,Pidgey,Special
674,Kingler,Shieldon,Kingler,Special
675,Hitmonlee,Sizzlipede,Hitmonlee,Physical
676,Togekiss,Skitty,Togekiss,Physical
677,Zorua,Venonat,Zorua,Special
678,Gabite,Volcanion,Volcanion,Physical
679,Barbaracle,Audino,Audino,Special
680,Carnivine,Patrat,Carnivine,Physical
681,Scolipede,Dwebble,Scolipede,Physical
682,Togedemaru,Greninja,Greninja,Physical
683,Golurk,Solgaleo,Solgaleo,Physical
684,Amoonguss,Cobalion,Cobalion,Physical
685,Tropius,Gengar,Gengar,Physical
686,Hitmonchan,Wartortle,Hitmonchan,Physical
687,Goldeen,Machamp,Machamp,Special
688,Cutiefly,Arrokuda,Arrokuda,Physical
689,Marshadow,Larvesta,Marshadow,Physical
690,Reshiram,Patrat,Reshiram,Physical
691,Zorua,Carnivine,Carnivine,Special
692,Feebas,Blipbug,Blipbug,Special
693,Heatmor,Fomantis,Heatmor,Physical
694,Sableye,Cosmog,Sableye,Physical
695,Mega Metagross,Alolan Sandslash,Mega Metagross,Physical
696,Obstagoon,Barraskewda,Barraskewda,Physical
697,Squirtle,Honchkrow,Squirtle,Physical
698,Rattata,Doublade,Doublade,Physical
699,Klang,Ledyba,Klang,Special
700,Seismitoad,Darumaka,Seismitoad,Physical
701,Medicham,Pineco,Pineco,Physical
702,Pidgey,Flygon,Flygon,Physical
703,Mantyke,Voltorb,Voltorb,Physical
704,Beedrill,Chatot,Chatot,Physical
705,Aron,Tangrowth,Tangrowth,Physical
706,Barraskewda,Staraptor,Staraptor,Physical
707,Sawk,Cottonee,Sawk,Physical
708,Spinarak,Mewtwo,Mewtwo,Special
709,Mothim,Heracross,Mothim,Special
710,Cobalion,Applin,Cobalion,Physical
711,Grubbin,Raticate,Grubbin,Physical
712,Simipour,Alolan Graveler,Simipour,Physical
713,Abomasnow,Gible,Abomasnow,Physical
714,Gothorita,Doduo,Gothorita,Physical
715,Ninjask,Mow Rotom,Mow Rotom,Special
716,Pikipek,Drifblim,Drifblim,Physical
717,Stakataka,Venusaur,Venusaur,Physical
718,Flapple,Krabby,Flapple,Special
719,Klink,Paras,Klink,Special
720,Lurantis,Joltik,Lurantis,Physical
721,Nincada,Garchomp,Garchomp,Physical
722,Pidgey,Feebas,Pidgey,Physical
723,Lombre,Chatot,Lombre,Physical
724,Gabite,Staryu,Staryu,Special
725,Sawk,Thievul,Sawk,Physical
726,Silvally,Mewtwo,Silvally,Physical
727,Clamperl,Silvally,Silvally,Physical
728,Victini,Litten,Victini,Physical
729,Snom,Lunala,Lunala,Physical
730,Mega Heracross,Abra,Mega Heracross,Physical
731,Kartana,Manaphy,Manaphy,Physical
732,Ninjask,Emolga,Ninjask,Physical
733,Skarmory,Eelektrik,Eelektrik,Physical
734,Magikarp,Hippowdon,Hippowdon,Special
735,Combusken,Regigigas,Regigigas,Physical
736,Krokorok,Aromatisse,Krokorok,Physical
737,Flygon,Gible,Flygon,Physical
738,Chatot,Toxapex,Toxapex,Physical
739,Shedinja,Cinderace,Cinderace,Physical
740,Spearow,Charmeleon,Charmeleon,Physical
741,Mudbray,Gastly,Mudbray,Physical
742,Quilava,Floatzel,Floatzel,Special
743,Tentacruel,Flygon,Tentacruel,Special
744,Ultra Necrozma,Alakazam,Ultra Necrozma,Special
745,Baltoy,Naganadel,Naganadel,Physical
746,Lugia,Aggron,Lugia,Special
747,Spewpa,Thievul,Thievul,Physical
748,Anorith,Buizel,Buizel,Physical
749,Clefable,Phione,Clefable,Physical
750,Kadabra,Rattata,Kadabra,Special
751,Lapras,Cyndaquil,Lapras,Special
752,Granbull,Electrode,Granbull,Physical
753,Zeraora,Minccino,Zeraora,Physical
754,Kingler,Slugma,Kingler,Physical
755,Drifblim,Exeggutor,Drifblim,Physical
756,Greedent,Clamperl,Greedent,Physical
757,Bunnelby,Spinarak,Spinarak,Physical
758,Florges,Simisage,Florges,Special
759,Noctowl,Cursola,Cursola,Special
760,Drampa,Appletun,Drampa,Special
761,Slugma,Grotle,Grotle,Physical
762,Chikorita,Pyukumuku,Chikorita,Physical
763,Nincada,Marshadow,Marshadow,Physical
764,Mega Lopunny,Gurdurr,Gurdurr,Physical
765,Venomoth,Herdier,Herdier,Physical
766,Drizzile,Weezing,Drizzile,Physical
767,Lombre,Donphan,Donphan,Physical
768,Glastrier,Lombre,Glastrier,Physical
769,Froakie,Xerneas,Xerneas,Special
770,Feebas,Fan Rotom,Fan Rotom,Special
771,Bronzong,Wooper,Bronzong,Physical
772,Alolan Persian,Escavalier,Escavalier,Physical
773,Flygon,Krookodile,Flygon,Physical
774,Pelipper,Deerling,Pelipper,Special
775,Drednaw,Rhyperior,Rhyperior,Special
776,Joltik,Granbull,Joltik,Physical
777,Patrat,Vibrava,Patrat,Physical
778,Sinistea,Zweilous,Zweilous,Physical
779,Chesnaught,Marowak,Chesnaught,Physical
780,Slaking,Kabutops,Slaking,Physical
781,Linoone,Metang,Metang,Physical
782,Haunter,Voltorb,Haunter,Physical
783,Pidove,Rolycoly,Rolycoly,Physical
784,Swoobat,Gabite,Swoobat,Special
785,Kadabra,Skarmory,Skarmory,Physical
786,Applin,Meowth,Meowth,Special
787,Escavalier,Simisage,Escavalier,Physical
788,Amaura,Nidorino,Amaura,Physical
789,Mega Charizard X,Tyrunt,Mega Charizard X,Physical
790,Beheeyem,Minun,Beheeyem,Physical
791,Wooloo,Seaking,Seaking,Physical
792,Taillow,Numel,Numel,Physical
793,Audino,Mega Mewtwo Y,Mega Mewtwo Y,Physical
794,Solgaleo,Octillery,Solgaleo,Physical
795,Aurorus,Sharpedo,Aurorus,Physical
796,Hippopotas,Gliscor,Hippopotas,Special
797,Grimer,Yanma,Grimer,Physical
798,Skorupi,Snom,Skorupi,Physical
799,Feraligatr,Pikachu,Feraligatr,Special
800,Ursaring,Watchog,Watchog,Physical
801,Magikarp,Cursola,Cursola,Physical
802,Impidimp,Delcatty,Delcatty,Special
803,Gardevoir,Scolipede,Scolipede,Physical
804,Talonflame,Tynamo,Talonflame,Physical
805,Gyarados,Snorunt,Gyarados,Physical
806,Pangoro,Seel,Pangoro,Physical
807,Tapu Koko,Staryu,Tapu Koko,Physical
808,Happiny,Gallade,Gallade,Special
809,Zubat,Drapion,Drapion,Special
810,Exeggutor,Cranidos,Exeggutor,Special
811,Petilil,Feebas,Petilil,Physical
812,Vivillon,Wooper,Vivillon,Special
813,Caterpie,Mantyke,Mantyke,Physical
814,Stunky,Munna,Munna,Special
815,Metapod,Swirlix,Metapod,Special
816,Espurr,Vikavolt,Vikavolt,Special
817,Spritzee,Fraxure,Fraxure,Physical
818,Infernape,Cubchoo,Infernape,Physical
819,Purrloin,Gallade,Gallade,Physical
820,Dratini,Nincada,Dratini,Special
821,Cosmoem,Incineroar,Incineroar,Physical
822,Ursaring,Geodude,Geodude,Physical
823,Swadloon,Zarude,Zarude,Physical
824,Sealeo,Spearow,Spearow,Special
825,Swanna,Buizel,Swanna,Physical
826,Arceus,Lillipup,Arceus,Physical
827,Excadrill,Own Tempo Rockruff,Excadrill,Physical
828,Mega Gyarados,Mega Banette,Mega Gyarados,Physical
829,Greninja,Alolan Vulpix,Greninja,Special
830,Porygon2,Riolu,Porygon2,Physical
831,Garbodor,Claydol,Garbodor,Physical
832,Mudkip,Lickilicky,Lickilicky,Physical
833,Mow Rotom,Claydol,Mow Rotom,Physical
834,Vanillite,Whismur,Whismur,Physical
835,Swinub,Mega Blaziken,Mega Blaziken,Physical
836,Drowzee,Mawile,Mawile,Physical
837,Oddish,Alolan Raticate,Alolan Raticate,Physical
838,Espeon,Mismagius,Mismagius,Special
839,Pheromosa,Bouffalant,Pheromosa,Special
840,Fletchling,Ampharos,Ampharos,Physical
841,Mega Scizor,Slowpoke,Mega Scizor,Special
842,Alolan Meowth,Gloom,Gloom,Special
843,Kabuto,Garchomp,Garchomp,Physical
844,Bellossom,Golett,Golett,Special
845,Starmie,Yungoos,Yungoos,Physical
846,Chewtle,Bellsprout,Chewtle,Physical
847,Jumpluff,Cryogonal,Cryogonal,Physical
848,Rampardos,Delcatty,Rampardos,Physical
849,Hatenna,Corvisquire,Corvisquire,Physical
850,Pansear,Dubwool,Dubwool,Physical
851,Mega Absol,Swalot,Mega Absol,Special
852,Chinchou,Porygon2,Porygon2,Physical
853,Hitmontop,Blacephalon,Blacephalon,Physical
854,Necrozma,Murkrow,Necrozma,Physical
855,Braviary,Rapidash,Rapidash,Special
856,Stunfisk,Mega Salamence,Mega Salamence,Physical
857,Mega Steelix,Mega Alakazam,Mega Steelix,Physical
858,Corvisquire,Talonflame,Talonflame,Physical
859,Lickilicky,Pachirisu,Lickilicky,Physical
860,Seel,Venonat,Venonat,Special
861,Horsea,Miltank,Miltank,Physical
862,Roggenrola,Happiny,Happiny,Physical
863,Arctovish,Wailord,Wailord,Physical
864,Whimsicott,Zangoose,Whimsicott,Physical
865,Roggenrola,Regigigas,Regigigas,Physical
866,Machoke,Buneary,Machoke,Physical
867,Fan Rotom,Emboar,Emboar,Special
868,Sableye,Mega Lopunny,Mega Lopunny,Special
869,Dreepy,Frost Rotom,Frost Rotom,Special
870,Skuntank,Elekid,Skuntank,Special
871,Mareanie,Lurantis,Lurantis,Physical
872,Squirtle,Stufful,Stufful,Physical
873,Primal Kyogre,Calyrex,Primal Kyogre,Physical
874,Sliggoo,Bunnelby,Bunnelby,Physical
875,Silvally,Happiny,Silvally,Physical
876,Delphox,Nuzleaf,Nuzleaf,Physical
877,Alolan Dugtrio,Goodra,Goodra,Special
878,Nidorino,Charmeleon,Nidorino,Special
879,Simisage,Wimpod,Simisage,Physical
880,Electrode,Blitzle,Blitzle,Special
881,Arbok,Mega Alakazam,Mega Alakazam,Special
882,Sneasel,Pincurchin,Sneasel,Physical
883,Carracosta,Scizor,Scizor,Physical
884,Armaldo,Charmander,Armaldo,Physical
885,Pidove,Persian,Persian,Physical
886,Skrelp,Machamp,Machamp,Physical
887,Exeggutor,Rhyperior,Rhyperior,Physical
888,Hatenna,Durant,Durant,Physical
889,Grapploct,Orbeetle,Grapploct,Physical
890,Grovyle,Rolycoly,Grovyle,Physical
891,Dragonite,Simisage,Dragonite,Physical
892,Seadra,Poipole,Poipole,Physical
893,Moltres,Grimer,Moltres,Physical
894,Glalie,Gastrodon,Gastrodon,Physical
895,Gigalith,Elekid,Gigalith,Special
896,Gurdurr,Dusknoir,Dusknoir,Physical
897,Primal Groudon,Absol,Primal Groudon,Special
898,Thievul,Archeops,Thievul,Special
899,Alolan Raticate,Ambipom,Ambipom,Physical
900,Gigalith,Cascoon,Gigalith,Physical
901,Minun,Scrafty,Scrafty,Physical
902,Lapras,Nihilego,Lapras,Physical
903,Herdier,Dewpider,Herdier,Physical
904,Gothorita,Greninja,Greninja,Physical
905,Accelgor,Joltik,Accelgor,Physical
906,Mega Pinsir,Cubone,Cubone,Special
907,Whiscash,Liepard,Liepard,Special
908,Magneton,Lairon,Lairon,Physical
909,Crawdaunt,Arctozolt,Arctozolt,Special
910,Cramorant,Swoobat,Cramorant,Physical
911,Quilava,Indeedee Male,Indeedee Male,Special
912,Linoone,Hoopa Unbound,Hoopa Unbound,Physical
913,Furfrou,Mudsdale,Furfrou,Physical
914,Swalot,Bergmite,Swalot,Physical
915,Goldeen,Torracat,Torracat,Special
916,Salazzle,Morgrem,Salazzle,Physical
917,Grotle,Abra,Grotle,Physical
918,Torkoal,Mega Sharpedo,Mega Sharpedo,Special
919,Slowking,Torkoal,Slowking,Special
920,Dreepy,Mega Mawile,Dreepy,Physical
921,Prinplup,Mega Banette,Mega Banette,Physical
922,Lombre,Amaura,Amaura,Special
923,Banette,Torchic,Torchic,Physical
924,Pachirisu,Ponyta,Pachirisu,Physical
925,Goodra,Poliwhirl,Goodra,Physical
926,Shelgon,Koffing,Shelgon,Physical
927,Drowzee,Alolan Dugtrio,Alolan Dugtrio,Physical
928,Galvantula,Grookey,Galvantula,Special
929,Frost Rotom,Scolipede,Scolipede,Physical
930,Cherrim,Sentret,Cherrim,Physical
931,Octillery,Sharpedo,Octillery,Special
932,Slowpoke,Mega Steelix,Mega Steelix,Physical
933,Dartrix,Sawk,Sawk,Physical
934,Buzzwole,Chimchar,Buzzwole,Physical
935,Mega Mewtwo X,Roserade,Mega Mewtwo X,Physical
936,Dustox,Deerling,Dustox,Special
937,Illumise,Meganium,Meganium,Physical
938,Arrokuda,Seviper,Seviper,Physical
939,Arbok,Omastar,Omastar,Physical
940,Scyther,Sizzlipede,Scyther,Physical
941,Sawk,Ivysaur,Sawk,Physical
942,Jumpluff,Emolga,Emolga,Physical
943,Morelull,Muk,Muk,Special
944,Indeedee Female,Rampardos,Rampardos,Special
945,Cloyster,Popplio,Cloyster,Special
946,Minun,Floatzel,Minun,Physical
947,Mega Camerupt,Shiftry,Shiftry,Physical
948,Wobbuffet,Gyarados,Gyarados,Special
949,Pidgey,Corsola,Corsola,Physical
950,Alolan Exeggutor,Corviknight,Alolan Exeggutor,Physical
951,Buizel,Chimecho,Chimecho,Special
952,Cufant,Crobat,Crobat,Physical
953,Tirtouga,Mega Glalie,Tirtouga,Physical
954,Hypno,Skwovet,Hypno,Physical
955,Snorlax,Steelix,Steelix,Physical
956,Swinub,Suicune,Suicune,Special
957,Wimpod,Zebstrika,Zebstrika,Physical
958,Stunfisk,Dubwool,Stunfisk,Physical
959,Sylveon,Furret,Sylveon,Special
960,Lileep,Spritzee,Lileep,Physical
961,Alomomola,Alolan Marowak,Alolan Marowak,Physical
962,Articuno,Mega Gengar,Mega Gengar,Physical
963,Mega Ampharos,Bellsprout,Bellsprout,Physical
964,Tyrunt,Meowth,Meowth,Physical
965,Slowpoke,Wooloo,Slowpoke,Special
966,Mamoswine,Mega Lopunny,Mamoswine,Physical
967,Weavile,Applin,Weavile,Physical
968,Drapion,Wash Rotom,Wash Rotom,Special
969,Mega Sceptile,Kyurem,Mega Sceptile,Physical
970,Hippopotas,Flabébé,Flabébé,Special
971,Vivillon,Dragalge,Dragalge,Physical
972,Turtwig,Dewott,Turtwig,Physical
973,Volcanion,Skiddo,Volcanion,Physical
974,Chinchou,Kakuna,Chinchou,Physical
975,Weezing,Paras,Weezing,Physical
976,Wynaut,Bagon,Bagon,Physical
977,Tapu Koko,Galvantula,Galvantula,Physical
978,Gurdurr,Sentret,Gurdurr,Physical
979,Murkrow,Lumineon,Lumineon,Physical
980,Kyogre,Taillow,Kyogre,Physical
981,Dragalge,Electrike,Dragalge,Physical
982,Decidueye,Geodude,Decidueye,Physical
983,Electrode,Shieldon,Electrode,Physical
984,Yungoos,Doublade,Yungoos,Physical
985,Honchkrow,Mega Abomasnow,Mega Abomasnow,Physical
986,Quagsire,Roserade,Quagsire,Special
987,Blitzle,Eelektross,Blitzle,Special
988,Morelull,Vanillite,Morelull,Special
989,Bonsly,Shellder,Shellder,Physical
990,Barraskewda,Delibird,Barraskewda,Physical
991,Foongus,Silcoon,Silcoon,Physical
992,Carracosta,Pichu,Carracosta,Physical
993,Dunsparce,Nincada,Dunsparce,Special
994,Corsola,Pidove,Corsola,Physical
995,Dratini,Horsea,Dratini,Special
996,Skarmory,Glaceon,Skarmory,Physical
997,Blaziken,Makuhita,Blaziken,Physical
998,Spectrier,Sneasel,Sneasel,Physical
999,Wailord,Venipede,Wailord,Physical
1000,Lunatone,Corphish,Corphish,Physical
1001,Jynx,Lileep,Lileep,Physical
1002,Regice,Sealeo,Regice,Physical
1003,Torterra,Bibarel,Torterra,Physical
1004,Appletun,Charmander,Appletun,Physical
1005,Mew,White Kyurem,White Kyurem,Physical
1006,Bronzong,Beldum,Bronzong,Special
1007,Stoutland,Tauros,Tauros,Physical
1008,Malamar,Goodra,Malamar,Special
1009,Duraludon,Nidoqueen,Duraludon,Physical
1010,Slugma,Boldore,Boldore,Physical
1011,Seadra,Klang,Klang,Physical
1012,Dewpider,Alolan Diglett,Dewpider,Physical
1013,Hypno,Flygon,Flygon,Physical
1014,Chespin,Marill,Chespin,Physical
1015,Carvanha,Bronzong,Bronzong,Physical
1016,Buzzwole,Jumpluff,Buzzwole,Physical
1017,Ultra Necrozma,Jumpluff,Ultra Necrozma,Physical
1018,Azumarill,Patrat,Azumarill,Physical
1019,Volcarona,Sandile,Volcarona,Physical
1020,Patrat,Carkol,Carkol,Physical
1021,Honchkrow,Brionne,Brionne,Physical
1022,Slakoth,Alolan Sandslash,Alolan Sandslash,Physical
1023,Darkrai,Doduo,Darkrai,Physical
1024,Cinderace,Ekans,Cinderace,Physical
1025,Ariados,Crobat,Crobat,Special
1026,Pidgey,Charmander,Charmander,Physical
1027,Hoothoot,Marill,Marill,Physical
1028,Klefki,Vanillite,Klefki,Physical
1029,Mega Charizard X,Cobalion,Mega Charizard X,Special
1030,Diglett,Sandslash,Sandslash,Physical
1031,Natu,Delphox,Delphox,Physical
1032,Charjabug,Treecko,Charjabug,Physical
1033,Bonsly,Drednaw,Drednaw,Physical
1034,Kakuna,Pidgey,Kakuna,Physical
1035,Mew,Marill,Mew,Physical
1036,Magmortar,Suicune,Magmortar,Physical
1037,Hitmonchan,Lanturn,Hitmonchan,Physical
1038,Dustox,Magnemite,Dustox,Special
1039,Starly,Treecko,Treecko,Special
1040,Krabby,Tyrogue,Tyrogue,Special
1041,Masquerain,Hoothoot,Masquerain,Physical
1042,Jirachi,Alolan Raichu,Alolan Raichu,Physical
1043,Emboar,Swirlix,Emboar,Physical
1044,Clefable,Walrein,Walrein,Physical
1045,Koffing,Pidove,Koffing,Physical
1046,Patrat,Mega Charizard Y,Mega Charizard Y,Physical
1047,Machamp,Hariyama,Machamp,Physical
1048,Bellossom,Alolan Persian,Alolan Persian,Special
1049,Sandaconda,Exeggutor,Exeggutor,Special
1050,Bunnelby,Mega Scizor,Mega Scizor,Physical
1051,Carkol,Meltan,Carkol,Special
1052,Kingler,Victreebel,Victreebel,Special
1053,Goldeen,Vigoroth,Vigoroth,Physical
1054,Leavanny,Meltan,Leavanny,Physical
1055,Aurorus,Mega Lopunny,Aurorus,Physical
1056,Audino,Deerling,Audino,Special
1057,Sandshrew,Rotom,Rotom,Special
1058,Azumarill,Naganadel,Naganadel,Physical
1059,Gorebyss,Vivillon,Vivillon,Physical
1060,Froslass,Kartana,Froslass,Special
1061,Toxapex,Jirachi,Jirachi,Physical
1062,Koffing,Whimsicott,Whimsicott,Special
1063,Whimsicott,Slowpoke,Whimsicott,Special
1064,Primal Kyogre,Scraggy,Primal Kyogre,Special
1065,Mega Slowbro,Bastiodon,Mega Slowbro,Physical
1066,Pyukumuku,Celesteela,Celesteela,Special
1067,Brionne,Shellos,Shellos,Special
1068,Eevee,Slakoth,Eevee,Physical
1069,Lumineon,Mega Houndoom,Mega Houndoom,Physical
1070,Whirlipede,Tauros,Tauros,Physical
1071,Mega Alakazam,Whimsicott,Whimsicott,Physical
1072,Poipole,Poochyena,Poipole,Physical
1073,Talonflame,Dustox,Talonflame,Special
1074,Sunflora,Togedemaru,Togedemaru,Physical
1075,Sunkern,Charmander,Charmander,Physical
1076,Darumaka,Deerling,Darumaka,Physical
1077,Omanyte,Ariados,Ariados,Physical
1078,Terrakion,Dragalge,Terrakion,Physical
1079,Seismitoad,Sewaddle,Seismitoad,Physical
1080,Zapdos,Horsea,Zapdos,Physical
1081,Dewpider,Eevee,Dewpider,Physical
1082,Sawk,Weepinbell,Sawk,Physical
1083,Zapdos,Pineco,Zapdos,Special
1084,Diggersby,Meowstic Female,Diggersby,Physical
1085,Seedot,Combusken,Combusken,Physical
1086,Archeops,Onix,Archeops,Physical
1087,Swirlix,Croagunk,Swirlix,Special
1088,Scyther,Frosmoth,Frosmoth,Special
1089,Barbaracle,Nidoking,Nidoking,Physical
1090,Mega Kangaskhan,Arctozolt,Mega Kangaskhan,Physical
1091,Gengar,Porygon,Gengar,Physical
1092,Pangoro,Cyndaquil,Pangoro,Physical
1093,Hariyama,Pheromosa,Hariyama,Physical
1094,Gothitelle,Bruxish,Bruxish,Physical
1095,Mega Gyarados,Gothorita,Mega Gyarados,Physical
1096,Seel,Clawitzer,Clawitzer,Physical
1097,Spinda,Ambipom,Ambipom,Special
1098,Grimmsnarl,Oddish,Grimmsnarl,Physical
1099,Mismagius,Thwackey,Mismagius,Physical
1100,Rayquaza,Runerigus,Rayquaza,Physical
1101,Hypno,Cutiefly,Hypno,Special
1102,Dusknoir,Flaaffy,Dusknoir,Physical
1103,Totodile,Crobat,Crobat,Physical
1104,Ponyta,Gloom,Ponyta,Physical
1105,Hoopa Unbound,Sharpedo,Hoopa Unbound,Special
1106,Electabuzz,Karrablast,Electabuzz,Physical
1107,Wobbuffet,Herdier,Herdier,Special
1108,Registeel,Ribombee,Registeel,Physical
1109,Typhlosion,Camerupt,Typhlosion,Physical
1110,Mega Heracross,Forretress,Mega Heracross,Physical
1111,Volbeat,Remoraid,Volbeat,Special
1112,Froakie,Muk,Froakie,Physical
1113,Meowstic Female,Mega Garchomp,Mega Garchomp,Physical
1114,Litten,Kricketot,Kricketot,Special
1115,Luxray,Primeape,Luxray,Physical
1116,Huntail,Solrock,Huntail,Physical
1117,Darumaka,Mienshao,Mienshao,Physical
1118,Venipede,Noibat,Noibat,Special
1119,Honchkrow,Piloswine,Piloswine,Physical
1120,Geodude,Swampert,Swampert,Special
1121,Alolan Geodude,Granbull,Granbull,Physical
1122,Indeedee Female,Turtwig,Indeedee Female,Special
1123,Mega Pidgeot,Duosion,Mega Pidgeot,Physical
1124,Roggenrola,Linoone,Roggenrola,Special
1125,Mega Tyranitar,Snubbull,Mega Tyranitar,Special
